term,coef,se,df_t
const,2.41866982537423,0.041490577062477337,619
z_disc,-0.3065255268255716,0.019646560481903778,619
z_clarity,0.9723500633855042,0.03799003429765403,619
z_len_chars,-0.037097385117668004,0.01793465799060764,619
