split,disc_variant,term,coef,se,t,df_t
train,farthest_distractor,const,2.5204804422248754,0.07386713113048647,34.12181309400578,619
train,farthest_distractor,z_disc,-1.5498818295070815,0.1433914780494912,-10.808744359076512,619
train,farthest_distractor,z_clarity,2.5331517008421596,0.18842337604803033,13.443935428672305,619
train,farthest_distractor,z_len_chars,-0.033502390851910896,0.01798781495304146,-1.8625047533217014,619
train,farthest_distractor,cond_far,-0.22790759334812744,0.12215859753205206,-1.8656696945814957,619
train,farthest_distractor,cond_split,-0.00032016848456604724,0.06781017251188445,-0.00472154062887739,619
