term,coef,se,df_t
const,2.322947958003119,0.038712599869142564,619
z_disc,-0.2338688612219999,0.041639326176499535,619
z_clarity,0.5306200733865065,0.054076929865870565,619
z_len_chars,-0.06531953046837045,0.017902388191121592,619
