term,coef,se,df_t
const,2.4086925457807546,0.041072031861445,619
z_disc,0.3119856694416065,0.022646541333470296,619
z_clarity,0.9766188804124977,0.03700703997512288,619
z_len_chars,-0.04065146462965898,0.01782573201384402,619
