metric,q025,q500,q975
delta_ll_full,144.4690131977785,241.70476330810675,358.5223728819304
phi_offsets,41.65089571844559,92.12685902146032,150.45435532455826
phi_geometry,69.35633882822893,137.98075122859524,202.8657452742333
phi_decoder,1.1120430810618727,12.75627274802999,24.541424271732698
ratio_offsets,0.26113838734120093,0.3823782490230181,0.48811902865637463
ratio_geometry,0.45808943178168887,0.5664931001172449,0.6667595753504147
ratio_decoder,0.004455004461088664,0.05275088961547328,0.11256225025903412
