term,coef,se,df_t
const,2.395451316363763,0.041588064281630935,619
z_disc,-0.3052021635637466,0.03574446928900449,619
z_clarity,1.121404785594759,0.05490784287264347,619
z_len_chars,-0.06583241735336068,0.017412567835264757,619
