term,coef,se,df_t
const,2.385721118456345,0.03895976324859099,619
z_disc,-0.5565278112478526,0.03526889931565883,619
z_clarity,0.37791410980620566,0.03699187818235891,619
z_len_chars,-0.024409350530090336,0.01826833458291644,619
