metric,q025,q500,q975
delta_ll_full,172.11702067132092,276.76810282079873,405.7365735190712
phi_offsets,42.44670339114205,92.39870399905203,148.9093110764908
phi_geometry,103.14452757169988,171.71061837806718,252.3969133609879
phi_decoder,1.781024646428618,11.728811496687323,22.018450315205797
ratio_offsets,0.21311753420220272,0.33763081502885917,0.4302930433991474
ratio_geometry,0.5228977347967403,0.6238833124905186,0.7230475843900809
ratio_decoder,0.006250272843616357,0.042676230133592834,0.08621465617549755
