term,coef,se,df_t
const,2.447536953760481,0.04328373273205969,619
z_disc,-0.5548713466432016,0.04034011639037272,619
z_clarity,1.325195777017041,0.05938816241829817,619
z_len_chars,-0.03431073093452784,0.017879390379418655,619
