split,disc_variant,term,coef,se,t,df_t
train,original,const,2.5204804422248723,0.0738671311304873,34.121813094005354,619
train,original,z_disc,-0.8481575992661814,0.07846957713954718,-10.808744359076277,619
train,original,z_clarity,0.37543637494424403,0.0530664791694352,7.074831057578148,619
train,original,z_len_chars,-0.03350239085191094,0.017987814953041473,-1.8625047533217023,619
train,original,cond_far,-0.22790759334812544,0.12215859753205316,-1.8656696945814626,619
train,original,cond_split,-0.0003201684845659731,0.0678101725118848,-0.004721540628876272,619
