term,coef,se,df_t
const,2.351350802603618,0.03818273501667698,619
z_disc,-0.37026160684167636,0.026785579180413525,619
z_clarity,0.5004890239616571,0.03477804345405837,619
z_len_chars,-0.032476210361215216,0.01837157496854616,619
