term,coef,se,df_t
const,2.4481768705220017,0.0433318972519987,619
z_disc,-0.7537399712202419,0.05466279046007094,619
z_clarity,0.36901568460510625,0.03608948186161334,619
z_len_chars,-0.03401985540669858,0.017885833371649545,619
