term,coef,se,df_t
const,2.4197626487258286,0.046125899096400615,619
z_disc,0.35285346470899076,0.04621135784476691,619
z_clarity,1.0121658291101752,0.05182220974811351,619
z_len_chars,-0.05428098772565041,0.017605351004490156,619
