metric,q025,q500,q975
delta_ll_full,174.2068318703893,265.93723826051996,389.79391448317745
phi_offsets,52.21447674274351,109.31073819580561,169.56526640693977
phi_geometry,85.48145454684217,144.77923818503953,220.6981480892608
phi_decoder,1.1407821125686595,12.547874674529643,23.869313705633797
ratio_offsets,0.2809850138184189,0.41289615227912824,0.5038035374809312
ratio_geometry,0.44198437032379834,0.5443542359689969,0.6561189167412612
ratio_decoder,0.004165229592955085,0.04617515040189152,0.09632892080151528
