metric,q025,q500,q975
delta_ll_full,148.15203149809167,238.3082530863162,346.48709396904087
phi_offsets,45.706626705335744,100.78685045303723,158.96078871133471
phi_geometry,70.7069445624127,122.5041186076352,183.49237376481366
phi_decoder,0.9677960402867016,13.297953830509263,25.69281701188553
ratio_offsets,0.2885567810093992,0.4320224881443815,0.5410718917775252
ratio_geometry,0.3927482181004048,0.5180539613003952,0.6396926947899613
ratio_decoder,0.0037774317397655903,0.056803712009198384,0.11772646618982262
