term,coef,se,df_t
const,2.4475369537604768,0.04328373273205949,619
z_disc,-1.3651955117562982,0.0992520990190451,619
z_clarity,2.275495090965532,0.12369979767003553,619
z_len_chars,-0.03431073093451001,0.017879390379418755,619
