split,disc_variant,term,coef,se,t,df_t
train,ratio_near_far,const,2.244498617331418,0.06806499392620576,32.975814554025284,619
train,ratio_near_far,z_disc,0.2434985735668143,0.028827550259470997,8.446731386299998,619
train,ratio_near_far,z_clarity,0.7934699071213438,0.05385140448186453,14.73443292251662,619
train,ratio_near_far,z_len_chars,-0.047159561352047734,0.017731638553282723,-2.659627941903706,619
train,ratio_near_far,cond_far,0.3640247033016019,0.10763911334337734,3.381899868873261,619
train,ratio_near_far,cond_split,0.1043154036252373,0.07237333583242737,1.4413513267754898,619
