term,coef,se,df_t
const,2.348434555461814,0.03939039150923514,619
z_disc,0.04326139822532914,0.024373996683601396,619
z_clarity,0.817366276384442,0.03211017962061825,619
z_len_chars,-0.07552118812591939,0.01750889375698223,619
