term,coef,se,df_t
const,2.4475369537604803,0.04328373273205974,619
z_disc,-0.7470898269376071,0.054314735758208034,619
z_clarity,0.37489646306855384,0.03603730604011637,619
z_len_chars,-0.0343107309345277,0.017879390379418658,619
