split,disc_variant,term,coef,se,t,df_t
train,nearest_competitor_signed,const,2.283636165205714,0.0673890007702358,33.88737240654182,619
train,nearest_competitor_signed,z_disc,-0.04768609069653881,0.03033053556695598,-1.5722139357305343,619
train,nearest_competitor_signed,z_clarity,0.7099410215927984,0.05260880782985444,13.494717916605612,619
train,nearest_competitor_signed,z_len_chars,-0.06266691907838705,0.017460221557380466,-3.5891250791086113,619
train,nearest_competitor_signed,cond_far,0.49682199199215527,0.1052854730083603,4.7188085668067865,619
train,nearest_competitor_signed,cond_split,-0.1651838710674258,0.06725695038859547,-2.456011908256778,619
