boot,bootstrap_method,bootstrap_cluster_spec,delta_ll_full,phi_offsets,phi_geometry,phi_decoder,ratio_offsets,ratio_geometry,ratio_decoder
0,cluster,worker,198.65986484815448,53.427712715465525,132.02851035418826,13.203641778500694,0.26894064765574544,0.6645957926886951,0.06646355965555946
1,cluster,worker,283.75398008673073,94.27776293695273,164.28205074842614,25.194166401351822,0.3322517728496224,0.5789594588178554,0.0887887683325221
2,cluster,worker,148.7173167484807,40.9950265291568,86.82017276525039,20.902117454073505,0.2756573842607042,0.5837932976701407,0.14054931806915513
3,cluster,worker,236.5823656923112,69.04626681423694,150.39365977166258,17.14243910641168,0.29184874625877877,0.6356926025807776,0.0724586511604436
4,cluster,worker,240.7386936839871,79.52450033985299,141.19914165977238,20.015051684361726,0.33033534876717086,0.5865244988207907,0.08314015241203845
5,cluster,worker,379.3393215660135,134.66741866127495,217.88221446220314,26.789688442535407,0.35500516557400924,0.5743728690258829,0.0706219654001079
6,cluster,worker,291.9313551932546,85.6527357603254,181.80750498700147,24.471114445927697,0.29340026083743026,0.6227748467328813,0.08382489242968831
7,cluster,worker,240.0396929676258,84.34922828518286,141.39285843275076,14.297606249692155,0.3513970012307884,0.5890394904471922,0.05956350832201938
8,cluster,worker,432.93042360344043,157.07977927802767,242.26535721136224,33.585287114050516,0.36282915386401915,0.5595942072975557,0.07757663883842517
9,cluster,worker,296.89315807155435,89.80641026983328,179.93064376184532,27.15610403987572,0.3024873016716303,0.6060451002999542,0.09146759802841538
10,cluster,worker,381.13102177839755,134.97126356192453,220.45079884664543,25.708959369827575,0.3541335022589722,0.5784121109271,0.06745438681392782
11,cluster,worker,436.1478863797629,150.8915990210415,254.48186423963244,30.774423119088926,0.345964301864476,0.5834760919099121,0.07055960622561175
12,cluster,worker,487.2081903939834,169.37813880688537,285.9162045376591,31.913847049438875,0.3476504339344478,0.5868460550846888,0.06550351098086339
13,cluster,worker,303.0658479480162,115.39727708569943,168.79753618420182,18.87103467811494,0.38076635116436186,0.5569665382196249,0.06226711061601312
14,cluster,worker,293.1575533901919,107.20135868681517,165.17375815458055,20.782436548796113,0.36567830999779993,0.5634299926590489,0.070891697343151
15,cluster,worker,413.40750826239855,141.3801988068317,243.43053537441068,28.596774081156124,0.34198749655290406,0.588839173235093,0.06917333021200268
16,cluster,worker,212.9111539465216,58.88818430069302,134.32147313776528,19.701496508063276,0.27658571760634193,0.6308803961088095,0.09253388628484836
17,cluster,worker,294.15874368039385,102.29366223362739,174.0139235619467,17.851157884819713,0.34774986102323846,0.591564681657107,0.06068545731965445
18,cluster,worker,230.16569211490878,76.94611145679065,135.16666969371082,18.052910964407296,0.3343074754093924,0.5872581115443987,0.07843441304620888
19,cluster,worker,215.3916704218459,66.47357173589829,128.80682009650081,20.111278589446783,0.30861718842566843,0.5980120765312413,0.09337073504309021
20,cluster,worker,402.82300002605007,137.5335466241851,234.58703151047496,30.702421891389953,0.34142426478947574,0.582357590046508,0.07621814516401612
21,cluster,worker,207.69868656911103,53.314698642613386,138.726130203396,15.65785772310164,0.2566925170461928,0.6679201130009811,0.07538736995282606
22,cluster,worker,235.16515442047557,81.31298105002429,138.25666667998553,15.595506690465754,0.3457696836523518,0.5879130648445579,0.06631725150309033
23,cluster,worker,393.8702666485242,134.5667475862927,231.33686937463273,27.966649687598718,0.341652465242763,0.5873428104718286,0.07100472428540833
24,cluster,worker,226.28343151755416,79.47264961144583,133.05108264216892,13.759699263939408,0.35120843394705487,0.5879842008311039,0.0608073652218412
25,cluster,worker,279.32181339596536,97.04327350228458,154.81133540465885,27.467204489021924,0.3474246150790825,0.5542400485034765,0.09833533641744097
26,cluster,worker,211.66444154322198,78.17087337502183,116.29866303520663,17.1949051329935,0.36931509518125316,0.5494482785454466,0.08123662627330011
27,cluster,worker,197.63003692526127,74.20949222148207,113.78905691980086,9.631487783978324,0.3754970316053032,0.575768029446015,0.04873493894868173
28,cluster,worker,409.0733723494377,139.85927678870794,245.27963905306177,23.934456507668,0.3418928882744235,0.5995981543465987,0.05850895737897788
29,cluster,worker,313.0303051351998,104.4798603599329,187.2659745324479,21.284470242818998,0.33376915476221186,0.5982359262358529,0.06799491900193529
30,cluster,worker,370.5292805065046,129.79710413324847,220.2844139901733,20.447762383082818,0.350301881556618,0.5945128376603592,0.05518528078302265
31,cluster,worker,323.6345045201824,101.85330391852904,204.98614269717993,16.795057904473424,0.314717072796474,0.6333877872542995,0.05189513994922644
32,cluster,worker,260.79926403405216,98.1320502561003,154.50083583636257,8.166377941589266,0.37627426066389263,0.5924128521167515,0.03131288721935578
33,cluster,worker,277.2337973165777,89.10502226060937,163.13552585323083,24.993249202737463,0.3214075019823753,0.5884402530725493,0.09015224494507527
34,cluster,worker,211.0694263995083,64.17702451142198,135.72353740208706,11.16886448599924,0.30405646903094763,0.6430279350131556,0.052915595955896615
35,cluster,worker,358.7651030395359,127.84475350389455,204.5423383322221,26.378011203419266,0.35634668037879386,0.570128857570859,0.07352446205034721
36,cluster,worker,335.05025809225117,111.58406782910332,201.6276822536788,21.838508009469024,0.33303680607337505,0.6017833963230782,0.06517979760354672
37,cluster,worker,278.34426852398246,90.40052179461621,166.61512032407992,21.328626405286286,0.32477953389878117,0.5985936811546891,0.07662678494652958
38,cluster,worker,410.36462073478106,152.80006960509462,227.95785314972696,29.60669797995948,0.3723519569779126,0.5555007464862725,0.07214729653581493
39,cluster,worker,350.19173635914694,126.43827289221447,197.34936950623097,26.404093960701477,0.3610544160943389,0.5635466203686627,0.0753989635369984
