metric,q025,q500,q975
ratio_offsets,0.3190015273336427,0.370469681835419,0.4229700688465083
ratio_geometry,0.5296369849066448,0.5803524518930865,0.6375540479430922
ratio_decoder,0.021696525228383317,0.049490676815934706,0.08115768478857252
