metric,q025,q500,q975
ratio_offsets,0.3125320140404832,0.35742900128673954,0.40366049543187543
ratio_geometry,0.5521936498922403,0.5992334153995881,0.6506011618473634
ratio_decoder,0.01948010089911743,0.04386058496841038,0.0710898491345517
