term,coef,se,t,df_t
const,2.520480442224874,0.07246237256486841,34.78329998053178,862
cond_far,-0.22790759334812544,0.12428377688418936,-1.8337678421254873,862
cond_split,-0.000320168484565812,0.06698919919957329,-0.004779404566577525,862
z_disc,-0.8481575992661836,0.07548498378597333,-11.236110239766505,862
z_clarity,0.37543637494424265,0.05342824664087701,7.026926739104384,862
z_len_chars,-0.03350239085191006,0.017259334375009816,-1.9411172020874072,862
