n_obs,term,coef_mean,coef_sd,z
44538,Intercept,2.738302628919815,0.016152087860853367,169.53242531304195
44538,C(condition)[T.far],-0.23149287870608087,0.05020781792344537,-4.610693877576015
44538,C(condition)[T.split],-0.018214385035823278,0.027529442615677673,-0.6616329030014728
44538,z_disc,-0.8914852406717325,0.022448678056992858,-39.712148680132685
44538,z_clarity,0.4061712289225182,0.018625260026214594,21.80754675912402
44538,z_len_chars,-0.0767580522738647,0.014614128063553972,-5.2523183004869685
