boot,bootstrap_method,bootstrap_cluster_spec,delta_ll_full,phi_offsets,phi_geometry,phi_decoder,ratio_offsets,ratio_geometry,ratio_decoder
0,cluster,game,307.069732132396,110.5633398689268,188.10457396547858,8.401818297990605,0.3600593881433302,0.6125793403967784,0.02736127145989134
1,cluster,game,285.7222794471918,111.51556017132724,154.00827903339834,20.198440242466173,0.3902935409415209,0.5390138960509823,0.07069256300749666
2,cluster,game,249.82444859599127,101.13130825276622,139.6392640394537,9.053876303771325,0.4048094925101297,0.5589495536734845,0.03624095381638563
3,cluster,game,289.49085169108093,104.33666497480323,171.40373264702458,13.750454069253085,0.36041437705306867,0.5920868712975135,0.04749875164941777
4,cluster,game,254.12309934198765,83.79119003404472,154.85414858133632,15.477760726606597,0.3297267751377541,0.6093666769463584,0.06090654791588745
5,cluster,game,280.22500303577453,97.63687592804534,171.5433840042401,11.044743103489054,0.3484231416551387,0.6121630195230661,0.039413838821795076
6,cluster,game,184.779139532915,71.74641653919396,101.50741154969849,11.525311444022538,0.38828201452044137,0.5493445407652027,0.062373444714355956
7,cluster,game,272.231697135936,99.0157083518317,160.11045830808703,13.105530476017217,0.3637185140214928,0.5881403965539604,0.048141089424546736
8,cluster,game,223.78400268396172,78.32148842697657,131.64724829223078,13.815265964754339,0.34998698516258936,0.5882781910829846,0.061734823754425856
9,cluster,game,251.49916556948847,91.99033644596419,148.04245401491562,11.466375108608645,0.36576795886246205,0.5886399411293949,0.045592100008143045
10,cluster,game,264.71876268560436,103.918360024197,143.63725651736965,17.163146144037682,0.3925613695452958,0.5426032331828392,0.0648353972718649
11,cluster,game,295.1049600439492,102.6836640536331,174.50460066119135,17.916695329124725,0.34795641536604704,0.5913306256702796,0.060712958963673264
12,cluster,game,290.6804011852778,110.20068117719119,166.6811022512436,13.798617756842987,0.37911287010695294,0.5734170641418723,0.04747006575117473
13,cluster,game,233.2793079803373,93.09972876275513,133.54172963644965,6.637849581132514,0.39909124203421564,0.5724542429099868,0.028454515055797432
14,cluster,game,260.53275053176094,109.34505502011122,142.8363905332924,8.351304978357348,0.4196979258727828,0.5482473517888091,0.03205472233840812
15,cluster,game,199.68129165276332,77.34261563349217,111.50071340755744,10.83796261171369,0.387330305174445,0.5583933902102962,0.05427630461525867
16,cluster,game,270.416787191034,98.79990093442792,157.33585251718492,14.281033739421142,0.3653615663462174,0.5818272384326352,0.0528111952211473
17,cluster,game,262.15858257966875,96.59405698722236,154.08214524330387,11.482380349142508,0.3684565885149607,0.5877440430411202,0.04379936844391912
18,cluster,game,284.6081760887305,100.01258397211912,170.67939657583983,13.916195540771543,0.3514044654182346,0.5996995550915873,0.04889597949017803
19,cluster,game,279.50365498390875,103.89127289715687,165.9595081793503,9.652873907401574,0.371699156861251,0.5937650732649802,0.034535769873768905
20,cluster,game,246.98855575892685,83.09777495255261,150.86569600140348,13.02508480497075,0.3364438271126221,0.6108205926296274,0.05273558025775041
21,cluster,game,237.0940429181578,83.06914915804062,142.70699446270788,11.317899297409287,0.35036371279355655,0.6019003797238749,0.04773590748256842
22,cluster,game,234.7833548606818,80.3004869089729,142.6726808421803,11.810187109528593,0.3420195054143529,0.6076780056526618,0.050302488932985244
23,cluster,game,216.65037704832912,75.11196992886433,132.14428373285642,9.394123386608346,0.34669669608794995,0.6099425513733513,0.0433607525386986
24,cluster,game,237.781180293734,89.45445286830864,136.48139225941213,11.845335166013228,0.37620493244168635,0.5739789502719055,0.04981611728640821
25,cluster,game,202.2218606898423,86.43191346054981,108.00286409748901,7.787083131803455,0.42741132519354436,0.5340810520141458,0.03850762279230974
26,cluster,game,181.2120726410858,64.58585794451285,103.45002909059038,13.176185605982557,0.35641034840119945,0.5708782399696222,0.07271141162917835
27,cluster,game,238.98902204374963,93.65901713264178,138.32166822230485,7.008336688802956,0.3918967337148082,0.5787783348349094,0.02932493145028227
28,cluster,game,288.2249559964066,99.15173814117686,177.75711902878749,11.316098826442232,0.34400816472815426,0.6167304923831913,0.03926134288865435
29,cluster,game,245.90339737025397,86.1935115688606,154.87169115916996,4.838194642223394,0.35051777442131066,0.6298070413642207,0.019675184214468493
30,cluster,game,321.617634680656,123.96360642439413,186.03034804190747,11.623680214354408,0.38543784002230286,0.5784208575087081,0.03614130246898904
31,cluster,game,264.80740244200524,92.28037812355517,163.5680994228707,8.958924895579381,0.34848111220669237,0.617687035613339,0.03383185217996861
32,cluster,game,305.3183122207811,101.31372255334288,195.79855129992853,8.206038367509638,0.33182982644054815,0.6412931798153761,0.02687699374407555
33,cluster,game,269.82491718999836,107.66879917486752,152.13375080119096,10.022367213939862,0.3990320845685726,0.5638239506771175,0.03714396475430981
34,cluster,game,266.6577752246062,97.43069343347118,151.52774837262163,17.699333418513408,0.3653772831165533,0.5682480034380757,0.06637471344537108
35,cluster,game,248.49631476195418,100.63114959183045,137.7805843201576,10.084580849966109,0.40496032984726377,0.554457254032696,0.04058241612004018
36,cluster,game,229.13643659608533,79.62145979696153,136.2460488737022,13.268927925421622,0.3474849350883282,0.5946066496350056,0.05790841527666628
37,cluster,game,244.97916834455964,75.43733222841766,150.96823164723668,18.57360446890531,0.30793366120957744,0.6162492617939744,0.07581707699644814
38,cluster,game,283.2176239596147,107.56541786168971,162.44964368538086,13.202562412544086,0.37979775537213023,0.5735859280725599,0.04661631655530978
39,cluster,game,221.65879455658978,79.7303064603581,121.77186371555028,20.1566243806814,0.3596983671225499,0.5493662634011202,0.09093536947632992
40,cluster,game,260.8412488570175,98.09550452069878,147.50720586934744,15.238538466971248,0.3760735886311859,0.5655056725717674,0.058420738797046595
41,cluster,game,258.1152177332833,99.20618057274517,147.7515516280524,11.157485532485754,0.3843484372752377,0.5724247989931677,0.043226763731594675
42,cluster,game,290.8417487854995,98.38011766381827,180.37094482826797,12.090686293413228,0.3382599577764718,0.6201686847966743,0.041571357426853826
43,cluster,game,294.71093834218436,109.6727709454045,172.79600762427216,12.242159772507723,0.3721367505472943,0.5863236994062343,0.041539550046471425
44,cluster,game,254.50476151679504,94.41554602709977,147.41723906457906,12.671976425116174,0.37097752303101483,0.5792317526242071,0.049790724344777874
45,cluster,game,214.7751489206289,82.61974425271008,117.29464219882864,14.86076246909018,0.3846801860826206,0.5461276259767622,0.06919218794061709
46,cluster,game,257.79741207022744,108.10614048154632,136.46311390120914,13.228157687471974,0.41934532861833684,0.5293424507459167,0.051312220635746524
