metric,q025,q500,q975
ratio_offsets,0.26916668798799726,0.33469242355600115,0.3793245776187554
ratio_geometry,0.5473122550126073,0.5857652741066501,0.6493402799699295
ratio_decoder,0.04306523094256041,0.07784188930809871,0.112008508602431
