boot,bootstrap_method,bootstrap_cluster_spec,delta_ll_full,phi_offsets,phi_geometry,phi_decoder,ratio_offsets,ratio_geometry,ratio_decoder
0,cluster,worker,191.3994526755264,52.953215342070806,129.75680339199,8.689433941465571,0.27666335823771016,0.677937170551698,0.045399471210591714
1,cluster,worker,274.8016425912142,97.99755940650167,164.05043514430977,12.753648040402748,0.3566119855851065,0.5969776366597115,0.04641037775518195
2,cluster,worker,148.09963817794596,41.49598400946411,87.32946481238763,19.27418935609421,0.28018963800306856,0.5896669693916387,0.13014339260529267
3,cluster,worker,229.7871242459828,70.4695010190065,149.83888760716633,9.478735619809942,0.3066729750426322,0.6520769520870395,0.04125007287032816
4,cluster,worker,235.18943560869275,82.43823622357058,142.5967854626142,10.154413922507956,0.3505184491395736,0.6063060829818316,0.04317546787859481
5,cluster,worker,372.0062089204048,138.7632008469594,218.64267725361586,14.6003308198295,0.3730131312852616,0.5877393226530719,0.03924754606166645
6,cluster,worker,279.6705791493514,87.37500057933379,180.90790842620459,11.38767014381301,0.3124211379155233,0.6468607065371543,0.040718155547322325
7,cluster,worker,235.5736334209696,86.88697027724757,141.47423531751375,7.212427826208265,0.3688314732658588,0.6005520790380627,0.03061644769607841
8,cluster,worker,425.24782024738306,163.25607221336696,243.62636090318378,18.365387130832307,0.3839080753392095,0.5729044319650055,0.0431874926957849
9,cluster,worker,291.8165739286392,92.69053755905625,180.3141199041335,18.811916465449407,0.3176328757177541,0.6179022578348394,0.06446486644740636
10,cluster,worker,373.56377109949153,140.34861709980987,221.0180600347353,12.197093964946362,0.37570189605573584,0.5916474699466276,0.03265063399763651
11,cluster,worker,425.0042674729966,155.16362529315333,254.30810278332757,15.532539396515705,0.3650872171607357,0.5983659982884418,0.03654678455082241
12,cluster,worker,475.74729583107,175.17626825453877,286.45775996985697,14.113267606674222,0.3682128512123818,0.602121677789995,0.029665470997623095
13,cluster,worker,293.33966120454534,119.59200773519962,169.3391238148723,4.408529654473416,0.40769123153724607,0.5772800142998473,0.015028754162906577
14,cluster,worker,288.71055520561686,109.60562538832558,164.64342085832305,14.461508958968201,0.3796384420731189,0.5702715674564292,0.05008999047045182
15,cluster,worker,403.0149354718478,144.69442432406427,241.94642617769807,16.374084970085427,0.35902993062690536,0.6003410913157063,0.0406289780573882
16,cluster,worker,197.78545230702366,59.729520344764296,132.77516663168262,5.280765330576741,0.30199147433778784,0.6713090628403491,0.026699462821863026
17,cluster,worker,286.6288230779728,105.15523145264054,174.10541625307252,7.368175372259732,0.3668690061363254,0.6074246629610934,0.02570633090258106
18,cluster,worker,220.3775969839362,78.99185078783323,133.2107416616931,8.17500453440986,0.3584386610477068,0.6044658961927202,0.037095442759573036
19,cluster,worker,209.55577315163282,66.68993430017683,126.55853982882071,16.307299022635256,0.31824431890941296,0.603937261786837,0.07781841930374989
20,cluster,worker,395.3804371797705,141.41921579169136,233.1871271105692,20.774094277509903,0.3576788391464883,0.5897791220371996,0.05254203881631198
21,cluster,worker,202.59605458043734,52.56904382885007,134.81663730131282,15.210373450274421,0.2594771351185342,0.6654455220290885,0.07507734285237722
22,cluster,worker,227.04548995392133,82.06840386407649,136.48952108285803,8.487565006986793,0.36146238307016004,0.6011549540603447,0.03738266286949517
23,cluster,worker,379.128556353322,137.99636776897947,229.73096350005346,11.401225084289006,0.36398304864267794,0.6059447637227301,0.03007218763459179
24,cluster,worker,222.91687426591716,80.4415837922423,132.90960200099568,9.56568847267916,0.3608591052478318,0.5962294350245018,0.042911459727666315
25,cluster,worker,265.3195072264216,99.66992185169555,154.91916723789768,10.730418136828346,0.37565998404571893,0.5838966341275874,0.04044338182669355
26,cluster,worker,204.0167338468691,77.83631089964372,114.1398576640441,12.04056528318127,0.38151924811258914,0.559463214177888,0.059017537709522776
27,cluster,worker,195.3938046208841,74.43423660708996,111.95808571540002,9.001482298394118,0.3809447118935636,0.5729868760815034,0.04606841202493285
28,cluster,worker,402.8218015733273,144.73037238316033,246.02113774379742,12.070291446369536,0.35929130900531575,0.6107443459686062,0.029964345026078067
29,cluster,worker,304.7130764019562,107.05251713442037,186.91114996094635,10.749409306589465,0.3513223600328992,0.6134004886432449,0.03527715132385587
30,cluster,worker,363.00647743525315,130.99754288711316,217.14152050570752,14.867414042432454,0.3608683343962595,0.5981753329579015,0.040956332645838936
31,cluster,worker,318.43707251079104,103.49852072819127,203.21657917545636,11.721972607143394,0.32502032477604803,0.6381687206616619,0.03681095456229006
32,cluster,worker,256.4547553569719,99.78241428762499,153.78121640707357,2.8911246622733415,0.3890838918105963,0.5996426784639575,0.011273429725446284
33,cluster,worker,267.46726149924643,91.33077673607445,163.35264289928242,12.783841863889544,0.3414652553143659,0.6107388320485819,0.047795912637052074
34,cluster,worker,203.62714374674442,64.21180072590815,134.40421062367787,5.011132397158386,0.3153400845506618,0.6600505617799136,0.024609353669424554
35,cluster,worker,351.69752789097583,133.21512281709872,205.72400103978111,12.758404034095973,0.37877753538942877,0.5849458262429252,0.03627663836764586
36,cluster,worker,324.64199867693515,113.23962392520146,200.7730739136294,10.629300838104276,0.34881384536413895,0.6184445473225019,0.032741607313359164
37,cluster,worker,270.20697903773635,91.67855103951638,165.5761657568264,12.952262241393553,0.33929009297244245,0.6127753115277697,0.047934595499787874
38,cluster,worker,402.2819080503532,157.07176457283728,228.58447734974422,16.625666127771634,0.3904519726827406,0.5682196309985,0.041328396318759175
39,cluster,worker,338.2571609444267,130.36959036527938,196.83573868111094,11.051831898036351,0.38541561101406574,0.5819115200149442,0.03267286897099007
