metric,q025,q500,q975
ratio_offsets,0.2828279548205738,0.35851064008718786,0.4029594660044819
ratio_geometry,0.5557936890220478,0.5971682160778262,0.6656146094166586
ratio_decoder,0.017006018184621836,0.04344466113400337,0.08107166038909684
