metric,q025,q500,q975
ratio_offsets,0.27671594989612547,0.35163725394611967,0.39329733031989084
ratio_geometry,0.5658755506691888,0.6061301101885292,0.6700395982637648
ratio_decoder,0.016279925582565438,0.04235711186873304,0.07599440457200579
