term,coef,se,t,df_t
const,2.496547107088931,0.07300598170854423,34.196473339070906,862
cond_far,-0.186380272701141,0.12753971668246092,-1.461350844656312,862
cond_split,0.04974421447382397,0.06970341515094487,0.713655340503781,862
z_disc,-0.7855015175576568,0.08582787528079903,-9.152055960697714,862
z_abs_t1,0.29249112550513123,0.08038456600186568,3.6386478157802418,862
z_abs_t2,0.3086045651250285,0.05302383230391209,5.820110537394327,862
z_d12,-0.07844414464511078,0.0451304423648877,-1.7381647627310148,862
z_len_chars,-0.032560681608117266,0.0172609406630756,-1.8863793256511616,862
